,Month,DayOfWeek,Time,WeatherDelay
3439080,6,3,18,1.0
3164269,6,1,14,40.0
662866,2,3,18,9.0
400181,1,2,12,17.0
900182,2,5,20,8.0
6297628,11,2,12,19.0
984671,2,7,12,9.0
1504474,3,6,16,82.0
4104405,7,3,21,10.0
3927849,7,7,14,7.0
2875183,5,2,20,27.0
11508,1,7,12,26.0
50412,1,5,19,30.0
2209364,4,1,17,117.0
3764759,7,2,18,53.0
484247,1,4,16,7.0
1748666,3,1,11,230.0
5105288,9,7,17,49.0
6573230,12,3,17,107.0
4992488,9,7,17,84.0
6836290,12,6,12,17.0
1514157,3,2,20,41.0
455969,1,7,8,176.0
2406441,5,4,8,15.0
2123441,4,7,20,12.0
3067347,6,2,10,19.0
4750905,8,1,6,24.0
157015,1,5,19,123.0
160491,1,4,11,188.0
1429803,3,6,18,11.0
92392,1,4,19,48.0
1779919,3,7,6,32.0
3687075,7,7,19,5.0
298029,1,2,13,111.0
6524733,12,7,20,143.0
433724,1,6,14,45.0
3421014,6,7,8,44.0
1614764,3,5,10,57.0
6847583,12,6,6,17.0
2509707,5,1,12,9.0
3410672,6,3,20,32.0
1339360,3,5,20,129.0
5674521,10,5,9,21.0
4391129,8,5,20,103.0
562818,1,2,16,112.0
332518,1,7,15,31.0
3938957,7,4,21,128.0
3117195,6,2,18,30.0
1337976,3,3,12,105.0
3783899,7,3,20,12.0
1336093,3,6,19,38.0
3159113,6,6,14,298.0
4353825,8,7,16,95.0
1898259,4,5,21,8.0
4402044,8,3,22,117.0
3150956,6,5,12,66.0
2827522,5,4,22,54.0
3315782,6,6,16,17.0
5777828,10,3,11,29.0
1060767,2,2,18,65.0
6084358,11,4,10,10.0
3859855,7,4,14,59.0
77555,1,7,16,137.0
4185985,7,4,6,10.0
112958,1,2,21,7.0
3033148,6,6,19,44.0
2870888,5,2,12,224.0
3504871,6,6,17,49.0
4080119,7,6,10,25.0
3110229,6,4,17,145.0
4819720,8,6,15,55.0
6595004,12,2,18,111.0
2176656,4,1,13,1.0
252806,1,5,11,47.0
6860550,12,6,9,51.0
6888685,12,6,9,105.0
1575086,3,3,12,21.0
3000527,6,3,18,18.0
3000858,6,3,20,117.0
2239427,4,5,18,45.0
13789,1,1,21,34.0
3157982,6,4,13,10.0
6566313,12,4,14,19.0
3043681,6,2,15,22.0
6860441,12,7,13,26.0
6940356,12,7,8,15.0
3711887,7,7,17,8.0
4224035,7,7,20,11.0
5525608,10,5,17,32.0
3469092,6,1,17,47.0
398274,1,7,7,266.0
3565375,6,2,15,8.0
3770748,7,2,16,18.0
2689441,5,5,9,12.0
986044,2,3,11,60.0
156803,1,5,15,40.0
3394470,6,2,17,42.0
5195767,9,1,9,4.0
3503241,6,2,14,13.0
4683490,8,3,6,49.0
453688,1,2,15,45.0
1955020,4,2,19,47.0
6949559,12,4,14,138.0
2974326,5,5,19,4.0
4947636,9,5,17,148.0
5491275,10,4,9,62.0
175074,1,5,21,79.0
6636436,12,2,6,2.0
1048834,2,1,17,868.0
5675365,10,5,9,9.0
6824409,12,3,17,2.0
1577918,3,2,15,97.0
2797203,5,5,16,64.0
6865698,12,2,19,6.0
1698544,3,5,13,25.0
3960675,7,3,18,11.0
837348,2,7,17,12.0
3520313,6,7,8,43.0
2306311,4,7,15,12.0
6933658,12,2,7,12.0
2279110,4,6,17,44.0
7005606,12,3,14,10.0
516236,1,5,12,10.0
1912749,4,5,16,17.0
3927376,7,6,18,42.0
3671864,7,3,19,7.0
3538078,6,7,19,26.0
4260691,8,1,14,29.0
2343581,4,5,18,4.0
1331245,3,5,16,57.0
307704,1,6,15,26.0
4511980,8,4,21,9.0
6833908,12,1,10,21.0
4342477,8,3,19,24.0
487125,1,7,12,3.0
6530411,12,2,10,41.0
1517481,3,6,10,24.0
5067445,9,3,14,15.0
3230938,6,3,17,12.0
722827,2,3,8,10.0
5691303,10,5,17,7.0
5675347,10,5,20,170.0
406999,1,7,18,1.0
2308600,4,4,21,43.0
3776329,7,4,21,206.0
3283967,6,1,18,28.0
1616490,3,5,8,21.0
3575701,6,2,15,11.0
1067599,2,1,16,10.0
6507793,12,2,19,14.0
1582976,3,5,14,13.0
3550575,6,2,12,132.0
3773727,7,3,15,106.0
1071248,2,1,17,12.0
1317060,3,5,14,16.0
3369168,6,6,10,36.0
1502552,3,7,15,9.0
987018,2,2,20,6.0
6030910,11,7,12,12.0
6543604,12,7,17,4.0
5705506,10,3,16,80.0
6838002,12,1,16,41.0
754981,2,3,10,100.0
982884,2,7,20,22.0
1060141,2,2,16,12.0
3228387,6,1,16,64.0
4086303,7,1,14,76.0
6753362,12,6,18,17.0
1271228,3,1,12,17.0
151414,1,3,15,40.0
73065,1,5,19,32.0
1708257,3,4,13,15.0
3482352,6,2,12,215.0
4386093,8,6,19,30.0
3566366,6,2,16,45.0
6561609,12,3,8,16.0
6935594,12,2,14,21.0
6924468,12,2,15,17.0
3136579,6,1,16,45.0
3380245,6,4,15,14.0
1477526,3,6,8,27.0
1336839,3,1,19,9.0
635452,2,1,13,227.0
6670953,12,1,14,47.0
1580439,3,3,18,10.0
6625130,12,5,11,2.0
6978120,12,1,14,8.0
1659539,3,6,9,23.0
2913674,5,5,14,186.0
2110131,4,4,9,15.0
389179,1,4,20,11.0
216697,1,4,13,132.0
1291875,3,3,15,5.0
2224603,4,1,14,17.0
6810350,12,6,8,5.0
6745492,12,6,6,15.0
3042655,6,1,14,51.0
6838168,12,3,12,40.0
6763841,12,6,10,11.0
3118104,6,6,13,36.0
3438760,6,3,21,52.0
3004004,6,4,17,151.0
2029572,4,5,18,20.0
6503978,12,1,12,4.0
5477713,10,5,12,61.0
3401486,6,7,8,14.0
3073861,6,4,15,60.0
6560317,12,5,19,126.0
6753659,12,6,12,16.0
835288,2,5,19,18.0
151498,1,3,15,19.0
6608217,12,5,19,16.0
1297702,3,1,22,24.0
6529844,12,2,18,30.0
6590030,12,2,16,39.0
5717754,10,3,16,5.0
1332152,3,7,13,29.0
2547773,5,4,17,17.0
638872,2,2,15,13.0
5301299,9,2,16,4.0
5674676,10,5,11,11.0
702932,2,2,17,19.0
328869,1,5,10,18.0
928271,2,7,21,77.0
1159281,2,5,10,7.0
1587066,3,2,14,3.0
6499576,12,6,9,160.0
3834052,7,3,18,8.0
1581027,3,1,9,75.0
305861,1,4,0,305.0
6028007,11,7,13,40.0
3820587,7,6,19,7.0
3929656,7,1,12,3.0
412983,1,4,18,8.0
5525604,10,5,8,67.0
1865229,4,5,19,26.0
4053964,7,4,19,39.0
475054,1,2,16,14.0
4825893,8,6,17,10.0
1192839,3,6,16,37.0
384531,1,7,6,40.0
3266826,6,2,18,54.0
511245,1,4,18,8.0
6951855,12,3,8,11.0
973103,2,1,10,69.0
6440940,11,2,19,19.0
1336059,3,6,17,215.0
930086,2,1,8,112.0
4812740,8,6,12,1.0
4322399,8,5,18,10.0
6607375,12,4,14,22.0
6840025,12,3,8,57.0
400033,1,4,13,56.0
6688404,12,4,18,56.0
2906704,5,1,13,10.0
523299,1,7,6,6.0
3469363,6,1,15,16.0
414551,1,5,12,4.0
4085557,7,7,14,24.0
2503391,5,5,14,3.0
2996059,6,2,21,6.0
4237021,8,1,10,8.0
4397942,8,3,20,50.0
6894395,12,6,10,6.0
6325168,11,4,10,21.0
1578488,3,4,17,110.0
3950720,7,1,6,28.0
1587048,3,1,12,16.0
1329733,3,3,14,26.0
6761421,12,5,12,52.0
749953,2,1,19,17.0
3923066,7,3,7,14.0
3566830,6,7,17,23.0
4742768,8,6,18,31.0
1681080,3,4,12,27.0
1123786,2,2,17,24.0
4387140,8,5,12,20.0
982312,2,2,7,13.0
3780327,7,7,20,30.0
6528070,12,1,10,11.0
4986388,9,2,15,15.0
1339892,3,5,13,51.0
3254131,6,6,17,33.0
899551,2,5,17,30.0
1521074,3,3,10,16.0
6621868,12,6,8,85.0
1571313,3,1,20,47.0
1379922,3,5,7,100.0
6597323,12,5,12,46.0
6506804,12,2,14,8.0
3311711,6,7,18,8.0
2195508,4,5,8,45.0
2548493,5,5,16,20.0
6880479,12,5,8,218.0
5249886,9,2,15,10.0
2223155,4,7,17,6.0
6752757,12,6,9,50.0
6523826,12,7,14,101.0
3579360,6,7,19,16.0
2869688,5,5,10,15.0
4368459,8,4,18,45.0
6086547,11,2,16,30.0
1333742,3,3,12,29.0
6871479,12,7,14,2.0
6853782,12,5,7,26.0
6028777,11,7,13,36.0
4409112,8,1,11,68.0
1649412,3,2,7,16.0
1144157,2,5,14,102.0
3947737,7,7,17,95.0
2859657,5,5,14,54.0
3517605,6,5,15,7.0
825398,2,3,14,21.0
6621913,12,7,7,5.0
6947323,12,5,13,5.0
1271637,3,1,19,16.0
4826391,8,6,21,95.0
6977982,12,1,14,117.0
1301292,3,1,9,15.0
6609959,12,3,16,35.0
130340,1,3,19,25.0
1338667,3,4,12,111.0
3316525,6,1,16,22.0
6939541,12,6,13,14.0
13745,1,1,20,4.0
1900098,4,5,10,271.0
5215099,9,6,13,3.0
5363290,9,5,8,23.0
4040580,7,4,14,6.0
1749703,3,4,21,18.0
608817,2,7,15,10.0
6669943,12,4,15,66.0
4992384,9,7,20,50.0
6273995,11,2,9,6.0
5576587,10,1,22,55.0
136482,1,5,9,63.0
4057140,7,2,13,16.0
6566822,12,4,16,10.0
408629,1,1,16,37.0
2644731,5,4,12,10.0
3167806,6,1,19,32.0
4740122,8,7,10,13.0
6853950,12,6,12,188.0
3773606,7,5,19,46.0
6531011,12,2,17,104.0
482303,1,1,16,30.0
4729391,8,5,17,2.0
1344869,3,7,11,15.0
2303005,4,6,14,12.0
151465,1,3,8,25.0
4764659,8,1,11,6.0
3946218,7,2,21,158.0
6950049,12,5,17,26.0
1684302,3,1,13,6.0
4980189,9,4,16,73.0
6573940,12,2,18,12.0
2724399,5,6,9,36.0
3440326,6,1,15,125.0
2117807,4,4,15,11.0
1298531,3,1,14,23.0
1366322,3,4,13,20.0
4247969,8,4,15,437.0
750011,2,1,11,255.0
3941711,7,7,12,381.0
3882183,7,3,18,14.0
4670401,8,4,17,88.0
721391,2,1,18,2.0
1337063,3,1,13,15.0
3680657,7,5,15,15.0
3416710,6,3,9,31.0
4720610,8,7,20,12.0
6623283,12,3,16,10.0
2840424,5,5,21,28.0
990484,2,1,18,13.0
6767255,12,3,12,9.0
4729914,8,4,20,16.0
6519358,12,5,21,9.0
3578773,6,4,18,42.0
3014244,6,7,13,15.0
6902858,12,3,15,10.0
3401675,6,6,8,64.0
2128946,4,5,13,110.0
914334,2,7,19,207.0
3921520,7,2,21,78.0
97868,1,2,7,88.0
387837,1,4,13,22.0
3043705,6,2,14,46.0
4430631,8,6,14,26.0
1605200,3,1,15,30.0
3923140,7,3,11,18.0
4643684,8,1,7,26.0
3388654,6,4,6,171.0
760018,2,4,16,25.0
253564,1,4,13,15.0
2216669,4,7,10,9.0
1764502,3,1,12,5.0
3058636,6,6,19,103.0
1503978,3,2,12,53.0
1992475,4,5,15,239.0
244979,1,7,12,15.0
6816691,12,1,6,124.0
614345,2,2,13,108.0
5536400,10,2,20,60.0
6000212,11,5,15,21.0
6979454,12,7,21,45.0
6643139,12,1,8,3.0
2252250,4,1,9,189.0
158859,1,1,14,33.0
6986372,12,4,7,18.0
4258746,8,7,12,25.0
3443416,6,5,18,43.0
3864235,7,2,19,21.0
1025207,2,2,16,20.0
2788315,5,3,6,59.0
3329670,6,5,20,49.0
16621,1,2,17,17.0
6940578,12,6,12,25.0
177443,1,7,9,72.0
3401250,6,7,11,5.0
3667616,7,2,20,59.0
3962208,7,2,14,63.0
6926741,12,4,16,6.0
4113237,7,7,14,15.0
3084042,6,7,17,20.0
2837348,5,6,19,15.0
1777854,3,5,13,2.0
615752,2,2,15,160.0
3567529,6,7,17,33.0
6980066,12,6,16,194.0
157222,1,5,19,143.0
4630222,8,6,19,51.0
6086343,11,2,17,60.0
1500894,3,1,7,67.0
4350391,8,2,9,148.0
5209597,9,7,16,73.0
6615698,12,1,15,70.0
6113300,11,5,12,6.0
6820489,12,6,16,3.0
4810235,8,2,17,17.0
985706,2,1,14,45.0
6717775,12,7,6,22.0
875797,2,6,6,5.0
1682566,3,1,21,32.0
3171310,6,4,18,143.0
489176,1,2,15,10.0
5531986,10,5,19,30.0
1894190,4,5,14,259.0
4486286,8,2,9,13.0
62816,1,2,6,12.0
4991568,9,5,13,216.0
2882847,5,2,20,4.0
3976816,7,4,15,126.0
4143947,7,3,14,159.0
3406183,6,7,11,13.0
5710764,10,2,14,1.0
157096,1,5,8,45.0
2725762,5,2,18,23.0
615693,2,2,18,10.0
4467755,8,5,21,39.0
3196504,6,5,12,16.0
4220441,7,4,18,78.0
1604068,3,5,17,14.0
2677730,5,2,16,50.0
2905715,5,2,11,6.0
5913669,10,3,21,26.0
3315954,6,1,22,22.0
6824935,12,4,21,21.0
6017050,11,3,20,9.0
510538,1,4,15,10.0
1287853,3,1,16,2.0
6934273,12,6,10,13.0
151424,1,3,19,30.0
4636853,8,5,9,4.0
3150300,6,4,21,115.0
4563944,8,1,16,179.0
4569641,8,1,12,40.0
3459649,6,1,15,17.0
6242374,11,6,12,4.0
506598,1,2,17,9.0
6441116,11,1,18,34.0
945101,2,7,8,185.0
6614414,12,6,17,90.0
79218,1,7,9,84.0
45413,1,4,19,63.0
4076119,7,1,22,8.0
1609881,3,5,17,27.0
6383261,11,5,6,14.0
3572686,6,4,7,44.0
1349118,3,1,10,100.0
11439,1,7,14,13.0
4347777,8,4,16,1.0
310636,1,1,12,108.0
3050350,6,4,8,7.0
6066707,11,6,13,25.0
2616956,5,5,10,33.0
1372216,3,7,7,390.0
6950280,12,6,6,12.0
4396853,8,1,16,120.0
4108850,7,2,19,45.0
1175450,3,1,20,4.0
1234329,3,4,21,9.0
4070178,7,6,15,21.0
1780603,3,7,7,124.0
6438560,11,5,13,2.0
2495015,5,1,15,15.0
416163,1,5,13,13.0
3950021,7,4,14,204.0
5491758,10,3,14,1.0
1753001,3,5,15,6.0
760199,2,5,19,35.0
2363432,4,3,17,6.0
6840644,12,1,16,20.0
6676982,12,2,16,79.0
1681271,3,3,18,5.0
237254,1,4,20,6.0
6732035,12,1,10,2.0
6862773,12,2,8,79.0
2781643,5,4,10,7.0
1669793,3,1,11,11.0
1034779,2,2,6,56.0
3776233,7,4,7,28.0
984209,2,6,17,19.0
3767179,7,1,21,44.0
5665548,10,5,15,21.0
3830675,7,7,6,31.0
768471,2,7,15,126.0
2708092,5,2,16,93.0
2467487,5,2,11,69.0
6606667,12,2,19,51.0
6515580,12,4,20,4.0
1699769,3,6,15,25.0
3220570,6,5,18,6.0
650244,2,6,8,18.0
923200,2,2,8,30.0
2551577,5,4,17,11.0
6908164,12,6,9,10.0
3513946,6,4,13,27.0
3062770,6,7,11,71.0
4801734,8,4,6,8.0
1137404,2,6,19,23.0
6088216,11,7,11,72.0
2785059,5,2,16,47.0
6514556,12,4,15,22.0
976350,2,2,11,19.0
5572928,10,7,19,1.0
91091,1,4,20,64.0
6616651,12,3,16,110.0
541068,1,6,11,1.0
2116898,4,5,17,127.0
3502126,6,2,14,15.0
2796401,5,1,19,20.0
3734324,7,4,21,6.0
762746,2,2,17,21.0
1938017,4,1,13,206.0
6839589,12,5,10,12.0
3434284,6,4,13,80.0
477819,1,4,7,38.0
6760196,12,3,20,13.0
2712287,5,2,21,70.0
396893,1,7,5,367.0
3494618,6,2,14,19.0
1758482,3,6,19,23.0
1081548,2,5,14,18.0
3076853,6,5,17,22.0
3948051,7,1,9,34.0
3272179,6,6,20,8.0
3947984,7,3,17,38.0
407742,1,4,10,1.0
1562320,3,2,8,4.0
1954908,4,2,16,75.0
994540,2,6,10,15.0
4398584,8,4,16,45.0
4801007,8,6,9,50.0
3081084,6,6,19,52.0
304437,1,3,21,4.0
1047469,2,2,18,48.0
3922042,7,2,19,63.0
1419416,3,2,19,19.0
1070556,2,6,18,7.0
6394025,11,7,10,14.0
6645749,12,1,7,31.0
3898609,7,1,17,104.0
6508051,12,2,13,82.0
6910969,12,5,18,27.0
1911704,4,1,16,2.0
4664083,8,3,7,33.0
1152629,2,7,12,149.0
4258272,8,7,16,86.0
1609888,3,5,17,36.0
2217224,4,1,10,56.0
4400849,8,1,17,18.0
3391631,6,2,15,5.0
4402526,8,4,12,15.0
542421,1,2,15,43.0
4198539,7,7,17,16.0
1797813,4,6,16,10.0
1282137,3,1,16,14.0
922307,2,2,11,41.0
1514240,3,5,14,17.0
6773261,12,5,20,38.0
927465,2,5,9,47.0
2606329,5,4,11,50.0
2116873,4,5,20,292.0
1514719,3,5,21,109.0
2118238,4,1,11,37.0
4311034,8,2,16,3.0
115040,1,6,16,132.0
2500765,5,4,6,116.0
1085663,2,2,18,24.0
4491091,8,5,19,6.0
3393968,6,2,15,48.0
3389915,6,6,13,3.0
4676863,8,4,19,30.0
6936962,12,6,8,104.0
1954331,4,1,9,57.0
3084808,6,7,13,20.0
3115452,6,3,20,5.0
991081,2,4,19,1.0
6613255,12,2,17,70.0
6833992,12,2,14,125.0
1036201,2,2,6,10.0
2268795,4,4,21,3.0
4565988,8,4,20,25.0
1602100,3,6,9,64.0
4463088,8,1,6,6.0
434263,1,5,12,97.0
6922398,12,2,11,6.0
4671417,8,4,17,34.0
6609362,12,1,19,60.0
1268146,3,1,6,30.0
3149268,6,3,16,45.0
3507942,6,7,13,3.0
2727797,5,5,21,42.0
6871967,12,2,16,58.0
4511662,8,4,19,3.0
3932649,7,4,20,36.0
1228962,3,3,12,195.0
6897014,12,2,18,7.0
4103209,7,2,13,24.0
5674338,10,5,20,69.0
1846578,4,7,15,11.0
3769253,7,1,17,16.0
78410,1,7,19,7.0
2238962,4,4,19,30.0
1341804,3,2,8,5.0
3763408,7,3,19,378.0
6911824,12,1,7,38.0
4758122,8,1,10,6.0
6086441,11,2,21,28.0
4357075,8,2,8,57.0
1686699,3,1,10,14.0
2006799,4,6,12,15.0
6319650,11,7,9,15.0
6714327,12,4,8,127.0
4760838,8,5,19,5.0
1779450,3,6,20,10.0
2838000,5,3,14,26.0
3436242,6,3,10,20.0
993011,2,3,11,8.0
4238192,8,1,19,136.0
669080,2,5,10,22.0
6821549,12,4,16,21.0
2496176,5,1,21,1.0
2829799,5,5,13,26.0
4187527,7,4,13,18.0
2299166,4,7,18,10.0
501158,1,4,12,4.0
201160,1,1,15,144.0
3035082,6,6,20,84.0
6221413,11,6,21,3.0
3519435,6,1,17,13.0
2825425,5,5,14,11.0
3951719,7,6,20,30.0
4300757,8,5,6,49.0
639573,2,3,7,6.0
1943975,4,4,18,35.0
6324644,11,1,6,16.0
107375,1,4,7,30.0
6890427,12,7,22,10.0
4645863,8,5,8,9.0
151346,1,3,10,58.0
5528944,10,5,19,85.0
7006017,12,3,16,2.0
398858,1,4,13,7.0
6897501,12,6,9,25.0
6786996,12,1,15,3.0
240984,1,7,6,126.0
1332524,3,1,20,25.0
6687006,12,4,12,36.0
1227898,3,2,14,148.0
607939,2,7,20,70.0
2478885,5,5,6,7.0
2851351,5,5,11,151.0
4748804,8,5,16,8.0
3209594,6,6,15,42.0
2183829,4,4,7,17.0
6565660,12,5,19,19.0
6859341,12,3,13,16.0
245547,1,6,17,35.0
881883,2,3,8,2.0
3326902,6,7,17,72.0
6599985,12,2,20,46.0
1236797,3,5,8,14.0
1068723,2,2,19,56.0
6561298,12,3,9,24.0
6758332,12,4,17,2.0
156401,1,4,10,15.0
994658,2,7,17,6.0
163439,1,2,8,15.0
2494316,5,1,15,36.0
6845848,12,5,19,32.0
1331605,3,6,16,37.0
684505,2,2,20,154.0
3952297,7,4,21,154.0
4343182,8,7,19,10.0
4982352,9,1,9,16.0
836328,2,3,14,22.0
5866228,10,7,17,6.0
3784793,7,4,12,10.0
4982280,9,1,20,55.0
1669855,3,5,15,57.0
4238080,8,1,20,99.0
6758468,12,5,11,9.0
3111703,6,3,18,22.0
4272764,8,4,19,5.0
485622,1,7,17,11.0
6569162,12,1,15,35.0
6731999,12,1,7,70.0
6837131,12,7,20,46.0
6951299,12,1,18,11.0
6938191,12,2,19,92.0
836939,2,2,21,21.0
3778239,7,3,12,25.0
4755001,8,5,13,32.0
4946997,9,1,8,100.0
4800915,8,2,7,165.0
6204210,11,5,19,61.0
3014280,6,7,12,57.0
4071773,7,6,17,13.0
5216590,9,5,17,1.0
68453,1,4,8,10.0
5504098,10,4,14,31.0
927789,2,3,12,29.0
5004574,9,1,5,38.0
1708467,3,6,8,26.0
6640248,12,5,7,78.0
1096623,2,2,8,6.0
2716577,5,7,11,18.0
637427,2,2,17,4.0
4624154,8,5,16,40.0
6668705,12,1,6,44.0
4806680,8,5,21,1.0
2113073,4,6,15,17.0
3779560,7,1,15,79.0
1338393,3,3,17,63.0
6870530,12,5,19,43.0
3637757,7,7,21,5.0
2558254,5,5,6,30.0
3459477,6,5,9,32.0
3056754,6,6,14,37.0
1756741,3,4,7,40.0
682806,2,2,16,112.0
4218387,7,2,20,7.0
2128532,4,5,15,155.0
3088396,6,1,11,64.0
47795,1,4,15,8.0
4335362,8,4,20,17.0
3163452,6,6,17,5.0
6564013,12,7,14,46.0
3316942,6,6,17,10.0
755473,2,3,15,25.0
3764795,7,7,11,21.0
990109,2,2,11,28.0
4758025,8,4,18,36.0
3016369,6,1,14,1.0
755770,2,4,14,39.0
3985209,7,1,23,51.0
6614138,12,5,13,77.0
6609805,12,2,17,117.0
1909169,4,6,14,3.0
6976586,12,3,8,15.0
6309627,11,7,15,45.0
2911842,5,6,16,11.0
4715387,8,4,16,52.0
3477583,6,2,14,62.0
2255276,4,4,6,9.0
918041,2,5,18,47.0
4275790,8,5,12,71.0
1944790,4,6,16,33.0
2689336,5,5,12,8.0
409945,1,1,8,2.0
2022324,4,3,15,282.0
2110254,4,2,15,15.0
6837429,12,4,7,75.0
555282,1,4,8,77.0
6923275,12,6,15,35.0
5908514,10,3,21,84.0
4100255,7,6,9,23.0
668815,2,5,7,100.0
3990181,7,7,19,17.0
3776327,7,1,13,81.0
6841868,12,1,10,24.0
453884,1,2,17,41.0
3148573,6,2,20,50.0
445856,1,2,19,8.0
6770825,12,7,15,3.0
982319,2,2,7,14.0
128079,1,3,8,15.0
3397723,6,2,10,32.0
6911990,12,5,8,24.0
4272826,8,4,19,14.0
486587,1,7,19,6.0
177482,1,7,11,81.0
3000685,6,3,16,57.0
3635291,7,6,8,28.0
1510772,3,3,15,38.0
1065105,2,2,18,8.0
1992442,4,5,7,40.0
6612395,12,1,19,105.0
1003720,2,2,15,51.0
4745167,8,5,16,86.0
2232259,4,4,18,86.0
4062267,7,5,22,1.0
6684436,12,7,8,47.0
5531346,10,4,13,15.0
1946508,4,2,9,12.0
576406,1,4,9,2.0
5919085,10,2,9,50.0
3570893,6,4,17,20.0
3964395,7,2,17,3.0
411393,1,6,6,13.0
396740,1,2,14,17.0
5219044,9,6,22,17.0
1014074,2,7,7,250.0
986926,2,1,12,36.0
6979159,12,7,15,46.0
4724252,8,1,10,7.0
448162,1,2,7,13.0
797452,2,4,7,142.0
1677256,3,1,17,46.0
2888482,5,3,11,2.0
6078255,11,4,11,120.0
759973,2,4,18,50.0
1088426,2,2,9,26.0
201808,1,1,6,23.0
761875,2,1,19,75.0
4121813,7,7,17,45.0
1463947,3,5,21,1.0
6824666,12,1,20,8.0
4372668,8,3,13,69.0
6925800,12,6,13,10.0
2482717,5,6,12,14.0
5533808,10,3,12,54.0
4307670,8,1,15,47.0
1502967,3,6,14,25.0
6623895,12,6,12,17.0
3059687,6,7,14,77.0
212214,1,1,10,75.0
329069,1,6,14,58.0
593814,1,6,0,14.0
613451,2,2,17,5.0
3623884,7,2,17,30.0
1700271,3,3,20,10.0
1425831,3,4,18,18.0
1604660,3,1,21,36.0
6872077,12,6,13,30.0
5674688,10,5,14,6.0
6971336,12,3,13,17.0
1659780,3,4,12,67.0
2871592,5,2,13,20.0
4182409,7,4,12,10.0
6777742,12,7,15,68.0
277318,1,4,15,11.0
5252958,9,7,21,25.0
759166,2,3,21,5.0
982918,2,7,16,12.0
4521613,8,5,16,15.0
6713104,12,3,9,20.0
751723,2,4,11,10.0
2620203,5,6,17,14.0
4110731,7,3,6,19.0
4058667,7,4,19,9.0
4122423,7,4,14,5.0
2541155,5,7,17,101.0
3435316,6,5,19,33.0
3205463,6,3,9,22.0
4075160,7,3,16,36.0
4637127,8,5,15,34.0
4400449,8,1,16,95.0
4223024,7,6,11,20.0
2200278,4,5,8,10.0
216456,1,3,16,30.0
4213927,7,6,12,14.0
1188331,3,4,18,18.0
6528865,12,2,7,28.0
4085286,7,4,19,29.0
2198102,4,1,14,19.0
6932267,12,2,15,43.0
6644285,12,2,6,4.0
3955264,7,7,12,205.0
827716,2,2,15,38.0
3051965,6,4,18,19.0
912332,2,5,12,103.0
4141604,7,3,20,32.0
6398089,11,7,17,26.0
4391908,8,7,15,19.0
1760507,3,3,20,7.0
523514,1,3,20,8.0
1526121,3,2,16,9.0
4020383,7,4,16,21.0
4820037,8,4,8,383.0
6715852,12,5,15,13.0
6827614,12,4,15,21.0
539357,1,2,21,3.0
6613005,12,2,16,220.0
2283431,4,5,20,15.0
3685456,7,7,15,62.0
3724666,7,5,14,31.0
749107,2,7,16,27.0
3681458,7,5,19,3.0
1522351,3,3,17,141.0
6860446,12,5,13,41.0
6908997,12,2,12,40.0
6845851,12,1,19,3.0
108737,1,2,20,115.0
520446,1,1,12,5.0
2840083,5,3,13,42.0
1513585,3,6,22,76.0
252052,1,3,8,44.0
3716625,7,1,11,1.0
4405249,8,5,6,79.0
85598,1,2,17,6.0
1751347,3,2,13,35.0
5404920,10,4,17,1.0
3296404,6,7,10,12.0
3709536,7,5,15,23.0
3110819,6,4,19,9.0
703019,2,2,13,14.0
163677,1,3,10,22.0
3311715,6,7,19,43.0
3933881,7,4,21,87.0
163507,1,2,17,39.0
1501841,3,3,12,83.0
3363735,6,6,10,91.0
3435911,6,5,14,26.0
256074,1,3,8,42.0
157980,1,7,18,15.0
524982,1,6,9,12.0
1913,1,4,16,1.0
4743246,8,2,23,22.0
3142471,6,2,15,194.0
5789181,10,2,19,24.0
6088750,11,1,7,20.0
4198523,7,7,13,78.0
3498712,6,6,11,16.0
6643356,12,5,6,132.0
4732430,8,5,21,23.0
3161806,6,3,13,10.0
3294797,6,7,18,55.0
1226648,3,2,18,22.0
1796340,4,5,7,45.0
4782643,8,3,8,28.0
487254,1,2,10,58.0
518823,1,2,11,24.0
3697960,7,3,15,4.0
1394432,3,7,7,83.0
92215,1,4,17,93.0
3079373,6,5,17,99.0
6523933,12,7,19,20.0
3565108,6,2,15,5.0
78207,1,7,11,25.0
6835600,12,5,14,10.0
3333080,6,4,20,33.0
1136769,2,5,9,158.0
5797500,10,2,21,56.0
3938811,7,3,6,152.0
2309461,4,4,21,189.0
2462825,5,7,19,28.0
6553380,12,3,11,99.0
6847842,12,2,17,28.0
4748162,8,1,15,8.0
6925324,12,6,8,3.0
1511622,3,6,9,36.0
1710146,3,7,21,43.0
6222563,11,7,17,1.0
2824067,5,2,18,42.0
1664800,3,5,20,7.0
6978910,12,7,14,5.0
1583124,3,1,10,8.0
994361,2,1,14,13.0
6081126,11,4,21,84.0
4307744,8,1,14,131.0
3760470,7,4,18,163.0
6717273,12,6,22,51.0
1570041,3,1,8,14.0
1640763,3,5,17,45.0
6783338,12,7,11,4.0
1499999,3,1,8,18.0
3173845,6,5,19,57.0
3000376,6,3,15,39.0
4224628,7,7,11,34.0
6674953,12,5,18,22.0
4985420,9,7,15,162.0
4341004,8,2,7,4.0
512690,1,5,18,23.0
2180692,4,4,7,28.0
6843786,12,3,18,26.0
4652312,8,4,16,29.0
155721,1,3,12,28.0
2389669,5,6,8,27.0
149223,1,2,22,45.0
3151770,6,7,13,20.0
